"INCIDENT NUMBER","CRASH DATE","STREET ADDRESS","CITY","STATE","INTERSECTING STREET","DISTRICT","ZONE","CRASH OCCURRED ON","TYPE OF ROADWAY","ROAD SURFACE","ROADWAY CONDITION","WEATHER CONDITION","LIGHTING CONDITION","INJURY","FATALITY","HIT AND RUN","PEDESTRIAN INVOLVED","TRAIN INVOLVED","INTERSECTION","TOTAL VEHICLES","VEHICLE ALIGNMENT","RELATION TO ROADWAY","MANNER OF COLLISION","PRIMARY FACTOR","SECONDARY FACTOR","LATITUDE","LONGITUDE","GEOMETRY"
"24-279900","2024 Dec 02 01:00:00 AM","15748  EAST I-10 HWY","Baton Rouge","LA","PERKINS","12","2D-2","Interstate","ONE-WAY ROAD","Dry",,"Clear","Daylight","1","0","1","0","0","false","3","Straight","On roadway","Sideswipe - same direction","Violations","Movement prior to crash","30.4252504894106","-91.1619076507971","POINT (-91.1619136 30.425256)"
"24-279949","2024 Dec 02 01:00:00 AM","55 S. I-110","Baton Rouge","LA","GOVERNMENT","6","3A-1","Interstate","ONE-WAY ROAD","Dry",,"Clear","Daylight","1","0","0","0","0","false","2","Straight","On roadway","Sideswipe - same direction","Violations","Movement prior to crash","30.4728379339563","-91.0921419992698","POINT (-91.0921479 30.4728434)"
"24-279982","2024 Dec 02 01:00:00 AM","1200 N ACADIAN E THWY","Baton Rouge","LA","CAIN","7","1B-2","City street","ONE-WAY ROAD","Dry",,"Clear","Dawn/dusk","1","0","0","0","0","false","2","Straight","On roadway","Angle - left overtake","Movement prior to crash","Violations","30.4699585533633","-91.1635669079418","POINT (-91.1635728 30.469964)"
"24-280009","2024 Dec 02 01:00:00 AM","COLLEGE DR","Baton Rouge","LA","BENNINGTON","7","4G-2","City street","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","Unknown",,"Unknown","Daylight","1","0","0","0","0","false","2","Straight","On roadway","Angle - perpendicular/other angle","Movement prior to crash","Violations","30.4789039026312","-91.1406560649777","POINT (-91.140662 30.4789094)"
"24-280050","2024 Dec 02 01:00:00 AM","FLORIDA BLVD","Baton Rouge","LA","GREENOAK","6","3D-1","US highway","TWO-WAY ROAD WITH PHYSICAL SEPARATION","Dry",,"Clear","Dark - continuous street lights","0","0","0","0","0","false","3","Straight","On roadway","Angle - perpendicular/other angle","Violations","Movement prior to crash","30.4584091845446","-91.0613011962294","POINT (-91.0613071 30.4584147)"
"24-279987","2024 Dec 02 01:00:00 AM","SCOTLAND-ZACHARY HWY","Baton Rouge","LA","GORE","2","4B-3","State highway","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","Dry",,"Clear","Dark - continuous street lights","1","0","0","0","0","false","2","Straight","On roadway","Front to rear - rear end","Violations","Movement prior to crash","30.5516435180379","-91.1751294068296","POINT (-91.1751353 30.551649)"
"24-279807","2024 Dec 02 01:00:00 AM","9800 AIRLINE HWY","Baton Rouge","LA","INTERLINE","11","3G-4","US highway","TWO-WAY ROAD WITH PHYSICAL SEPARATION","Dry",,"Clear","Daylight","1","0","0","0","0","false","2","Straight","On roadway","Sideswipe - same direction","Violations","Driver condition","30.427851914218","-91.0780799139532","POINT (-91.0780858 30.4278574)"
"24-279782","2024 Dec 02 01:00:00 AM","7000 PERKINS RD","Baton Rouge","LA","KENILWORTH","12","2E-3","City street","ONE-WAY ROAD","Dry",,"Clear","Daylight","1","0","0","0","0","true","2","Straight","On roadway","Angle - perpendicular/other angle","Violations","Movement prior to crash","30.399953969237","-91.1168680238234","POINT (-91.1168739 30.3999594)"
"24-279842","2024 Dec 02 01:00:00 AM","3400 CEDARCREST AVE","Baton Rouge","LA","CORUSEY","11","3C-3","City street","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","Dry",,"Clear","Daylight","1","0","0","0","0","false","2","Straight","On roadway","Angle - right into flow","Movement prior to crash","Violations","30.4168085495456","-91.0675573286649","POINT (-91.0675632 30.416814)"
"24-279853","2024 Dec 02 01:00:00 AM","700 FROG STREET ALLEY","Baton Rouge","LA","W. LEE","12","2C-3","City street","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","Dry",,"Clear","Daylight","1","0","0","0","0","false","2","Straight","Off roadway, location unknown","Front to front - head on","Violations","Movement prior to crash","30.3914345254161","-91.1635218876236","POINT (-91.1635278 30.39144)"
"24-280054","2024 Dec 02 01:00:00 AM","5700 FAIRFIELDS AVE","Baton Rouge","LA","N ARDENWOOD","7","1C-2","City street","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","Dry",,"Clear","Dark - continuous street lights","0","0","0","0","0","false","2","Straight","On roadway","Not a collision between two motor vehicles in transport","Vehicle condition","Movement prior to crash","30.4679718762182","-91.1313273065109","POINT (-91.1313332 30.4679774)"
"24-280058","2024 Dec 02 01:00:00 AM","1900 SHARP LN","Baton Rouge","LA","W. TAMS","6","3B-2","City street","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","Dry",,"Clear","Dark - not lighted","1","0","0","0","0","true","2","Curve Right","On roadway","Sideswipe - opposite direction","Violations","Movement prior to crash","30.4673017350492","-91.0722365550668","POINT (-91.0722425 30.4673072)"
"24-279923","2024 Dec 02 01:00:00 AM","7473 PERKINS RD","Baton Rouge","LA","SILVERSIDE","12","2E-3","City street","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","Dry",,"Clear","Daylight","1","0","0","0","0","false","2","Straight","On roadway","Sideswipe - same direction","Violations","Driver condition","30.3962591015526","-91.1116417001959","POINT (-91.1116476 30.3962646)"
"24-280039","2024 Dec 02 01:00:00 AM","14000 FLORIDA BLVD","Baton Rouge","LA","PONDEROSA","4","3D-3","US highway","TWO-WAY ROAD WITH A PHYSICAL BARRIER","Dry",,"Clear","Dark - continuous street lights","1","0","0","0","0","true","2","Straight","On roadway","Angle - right into flow","Movement prior to crash","Violations","30.4636516202948","-91.0273719005816","POINT (-91.0273778 30.4636571)"
"24-280013","2024 Dec 02 01:00:00 AM","830 I-12","Baton Rouge","LA","AIRLINE","8","3C-3","Interstate","TWO-WAY ROAD WITH A PHYSICAL BARRIER","Dry",,"Clear","Dark - continuous street lights","1","0","1","0","0","false","3","Straight","On roadway","Front to rear - rear end","Violations","Violations","30.4238794344358","-91.0745942236039","POINT (-91.0746001 30.4238849)"
"24-279972","2024 Dec 02 01:00:00 AM","4900 EVANGELINE ST","Baton Rouge","LA","N FOSTER","5","4G-2","City street","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","Dry",,"Clear","Daylight","1","0","1","0","0","true","2","Straight","On roadway","Angle - perpendicular/other angle","Violations","Movement prior to crash","30.4931861727917","-91.1406252549972","POINT (-91.1406312 30.4931917)"
"24-279927","2024 Dec 02 01:00:00 AM","4800 BURBANK DR","Baton Rouge","LA","W.LEE","6","3A-1","City street","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","Dry",,"Clear","Daylight","0","0","0","0","0","false","2","Straight","On roadway","Front to rear - rear end","Violations","Movement prior to crash","30.4728379339563","-91.0921419992698","POINT (-91.0921479 30.4728434)"
"24-279832","2024 Dec 02 01:00:00 AM","200 LAUREL ST","Baton Rouge","LA","3RD","10","5A-2","Off road/private property","ONE-WAY ROAD","Dry",,"Clear","Daylight","1","0","1","0","0","false","2","Straight","Off roadway, location unknown","Not a collision between two motor vehicles in transport","Movement prior to crash","Not applicable","30.4505298863052","-91.1886487935306","POINT (-91.1886547 30.4505354)"
"24-279905","2024 Dec 02 01:00:00 AM","5000 NICHOLSON DR","Baton Rouge","LA","W LEE","12","2C-3","State highway","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","Dry",,"Clear","Daylight","1","0","0","0","0","false","2","Straight","On roadway","Angle - left overtake","Violations","Movement prior to crash","30.3913141907142","-91.1739887466201","POINT (-91.1739947 30.3913197)"
"24-279777","2024 Dec 02 01:00:00 AM","1040 MAIN ST","Baton Rouge","LA","MAIN ST","10","1A-2","Off road/private property","ONE-WAY ROAD","Dry",,"Clear","Daylight","1","0","0","0","0","true","1","Straight","Gore","Not a collision between two motor vehicles in transport","Vehicle condition","Not applicable","30.4514370455252","-91.1795482776014","POINT (-91.1795542 30.4514425)"
"24-279839","2024 Dec 02 01:00:00 AM","3140 N. SHERWOOD FOREST  BLVD","Baton Rouge","LA","BREC","5","3A-3","Off road/private property","TWO-WAY ROAD WITH NO PHYSICAL SEPARATION","Dry",,"Clear","Daylight","1","0","0","0","0","false","2","Not on trafficway","Off roadway, location unknown","Not a collision between two motor vehicles in transport","Movement prior to crash","Violations","30.4784929724271","-91.0577073380897","POINT (-91.0577132 30.4784985)"
"24-279810","2024 Dec 02 01:00:00 AM","3300 MAIN ST","Baton Rouge","LA","N ACADIAN","10","1B-1","City street","ONE-WAY ROAD","Dry",,"Clear","Daylight","1","0","0","0","0","true","2","Straight","On roadway","Angle - perpendicular/other angle","Violations","Movement prior to crash","30.4524211227289","-91.154863373447","POINT (-91.1548693 30.4524266)"
"24-279899","2024 Dec 02 01:00:00 AM","15832 I-10 HWY","Baton Rouge","LA","COLLEGE","7","2B-1","Interstate","TWO-WAY ROAD WITH A PHYSICAL BARRIER","Dry",,"Clear","Daylight","1","0","0","0","0","false","2","Straight","On roadway","Sideswipe - same direction","Violations","Movement prior to crash","30.423234776428","-91.1404571942671","POINT (-91.1404631 30.4232403)"
